"animal_id","taxonomic_code","sex","birth_type","litter_size","species","genus","mother_father_same","age","month_born"
"2560","VVV","F","captive",2,"V","VV",1,32.1917808219178,5
"2561","VVV","M","captive",2,"V","VV",1,25.7397260273973,5
"2562","VAR","F","captive",1,"V","AR",NA,0.00273972602739726,5
"2563","VAR","F","captive",2,"V","AR",NA,9.14794520547945,5
"2564","VAR","M","captive",2,"V","AR",NA,0.126027397260274,5
"2565","EUL","M","captive",1,"E","UL",NA,14.9287671232877,5
"2566","EUL","M","captive",1,"E","UL",NA,0,6
"2567","EMON","F","captive",NA,"E","MON",NA,23.4876712328767,4
"2568","EMON","M","captive",NA,"E","MON",NA,6.7013698630137,7
"2569","EMON","M","captive",NA,"E","MON",NA,NA,7
"2570","ERUF","F","captive",1,"E","RUF",1,0.0356164383561644,7
"2571","EMON","F","captive",NA,"E","MON",NA,NA,8
"2572","EMON","M","captive",NA,"E","MON",NA,10.3534246575342,8
"2573","EUL","M","captive",1,"E","UL",0,0.00273972602739726,8
"2574","EFUL","F","captive",NA,"E","FUL",NA,35.9972602739726,4
"2575","EFUL","M","captive",1,"E","FUL",1,0,2
"2576","EUL","M","captive",1,"E","UL",NA,NA,3
"2577","EUL","M","captive",1,"E","UL",0,0,3
"2578","EUL","M","captive",1,"E","UL",NA,NA,3
"2579","EUL","F","captive",1,"E","UL",NA,8.21369863013699,3
"2580","EUL","M","captive",1,"E","UL",NA,0.167123287671233,3
"2581","EMAC","M","captive",2,"E","MAC",1,0,3
"2582","EMAC",NA,"captive",2,"E","MAC",1,0,3
"2583","LCAT","F","captive",1,"L","CAT",1,13.2794520547945,3
"2584","ERUF","M","captive",1,"E","RUF",1,0,3
"2585","ERUF","F","captive",1,"E","RUF",1,0.00273972602739726,3
"2586","ERUF","F","captive",1,"E","RUF",NA,NA,3
"2587","EUL","M","captive",2,"E","UL",1,0,3
"2588","EUL","F","captive",2,"E","UL",1,0,3
"2589","ERUF","F","captive",1,"E","RUF",1,NA,3
"26347","OGG","M","captive",NA,"O","GG",NA,NA,11
"26518","OGG","F","captive",NA,"O","GG",NA,4.02465753424658,11
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26825","OGG","M","captive",NA,"O","GG",NA,NA,11
"27013","OGG","M","captive",NA,"O","GG",NA,NA,11
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27824","OGG","M","captive",NA,"O","GG",NA,NA,11
"2900","NCOU","M","captive",1,"N","COU",1,13.2082191780822,2
"2901","NPYG","F","captive",1,"N","PYG",1,19.2630136986301,3
"2902","NCOU","F","captive",1,"N","COU",1,11.1616438356164,3
"2903","NPYG","F","captive",2,"N","PYG",1,0,4
"2904","NPYG","F","captive",2,"N","PYG",1,0,4
"2905","NPYG","F","captive",NA,"N","PYG",NA,13.3232876712329,2
"2906","LTAR",NA,"captive",1,"L","TAR",1,0,10
"2907","NPYG","M","captive",2,"N","PYG",1,14.5260273972603,2
"2908","NPYG","M","captive",2,"N","PYG",1,15.5123287671233,2
"2909","LTAR",NA,"captive",1,"L","TAR",1,0,3
"2910","NCOU","F","captive",NA,"N","COU",1,13.7534246575342,5
"2911","LTAR",NA,"captive",1,"L","TAR",1,0.00273972602739726,1
"2912","NPYG","M","captive",2,"N","PYG",1,0.0136986301369863,4
"2913","NPYG","F","captive",2,"N","PYG",1,3.37808219178082,4
"2914","LTAR","F","captive",1,"L","TAR",1,17.2109589041096,10
"2915","NPYG","F","captive",NA,"N","PYG",NA,14.5095890410959,6
"2916","NCOU","F","captive",1,"N","COU",1,NA,3
"2917","NPYG","F","captive",1,"N","PYG",1,0,9
"2918","NPYG",NA,"captive",3,"N","PYG",1,0,5
"2919","NPYG",NA,"captive",3,"N","PYG",1,0,5
"2920","NPYG",NA,"captive",3,"N","PYG",1,0.0246575342465753,5
"2921","NPYG","M","captive",2,"N","PYG",1,10.186301369863,3
"2922","NPYG","M","captive",2,"N","PYG",1,0.00273972602739726,3
"2924","NPYG","F","captive",NA,"N","PYG",NA,6.67945205479452,12
"2925","LTAR","F","captive",NA,"L","TAR",1,16.9315068493151,11
"2927","NPYG","F","captive",1,"N","PYG",1,11.4109589041096,10
"2928","NPYG","M","captive",2,"N","PYG",1,9.04931506849315,6
"2929","NPYG","F","captive",2,"N","PYG",1,10.7643835616438,6
"2930","LTAR","M","captive",NA,"L","TAR",NA,17.6739726027397,10
"2932","NPYG","F","captive",NA,"N","PYG",NA,NA,1
"2933","NPYG","F","captive",NA,"N","PYG",NA,NA,9
"2934","LTAR","F","captive",1,"L","TAR",1,0,10
"2935","LTAR",NA,"captive",1,"L","TAR",1,0,9
"2936","NPYG","M","captive",2,"N","PYG",1,NA,9
"2937","NPYG","M","captive",2,"N","PYG",1,NA,9
"2938","NPYG","F","captive",NA,"N","PYG",NA,NA,12
"2939","NPYG","F","captive",1,"N","PYG",1,NA,2
"3000","GMOH","F","captive",2,"G","MOH",1,NA,8
"3001","GMOH","M","captive",2,"G","MOH",1,0.0465753424657534,8
"3002","GMOH","M","captive",1,"G","MOH",1,0.175342465753425,9
"3003","GMOH","M","captive",1,"G","MOH",1,0,9
"3004","GMOH","F","captive",1,"G","MOH",1,NA,10
"3005","GMOH","M","captive",2,"G","MOH",1,0.147945205479452,10
"3006","GMOH","M","captive",2,"G","MOH",1,NA,10
"3007","GMOH","F","captive",2,"G","MOH",1,0.898630136986301,11
"3008","GMOH","M","captive",2,"G","MOH",1,0.0767123287671233,11
"3009","GMOH","M","captive",2,"G","MOH",1,0.156164383561644,12
"301","GMOH","M","captive",1,"G","MOH",1,6.88219178082192,11
"3010","GMOH","M","captive",2,"G","MOH",1,0.0547945205479452,12
"3011","GMOH","F","captive",1,"G","MOH",1,0.0164383561643836,12
"3012","GMOH","M","captive",1,"G","MOH",1,2.82191780821918,1
"3013","GMOH",NA,"captive",1,"G","MOH",1,0.00547945205479452,1
"3014","GMOH",NA,"captive",1,"G","MOH",1,0.00273972602739726,1
"3015","GMOH","M","captive",1,"G","MOH",1,0.271232876712329,3
"3016","GMOH","M","captive",2,"G","MOH",1,NA,3
"3017","GMOH","F","captive",2,"G","MOH",1,NA,3
"3018","GMOH","M","captive",1,"G","MOH",1,NA,3
"3019","GMOH",NA,"captive",1,"G","MOH",1,0,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3023","GMOH","M","captive",1,"G","MOH",1,NA,4
"3024","GMOH",NA,"captive",1,"G","MOH",1,0.0136986301369863,4
"3025","GMOH","M","captive",2,"G","MOH",1,0.0465753424657534,5
"3026","GMOH","M","captive",2,"G","MOH",1,0.0246575342465753,5
"3027","GMOH","F","captive",2,"G","MOH",1,0.010958904109589,5
"3028","GMOH","F","captive",1,"G","MOH",1,0.0410958904109589,5
"3029","GMOH",NA,"captive",1,"G","MOH",NA,0,4
"303","GMOH","F","captive",1,"G","MOH",1,3.36438356164384,5
"3030","GMOH","M","captive",2,"G","MOH",1,0.0547945205479452,5
"3031","GMOH",NA,"captive",1,"G","MOH",1,0,6
"3032","GMOH",NA,"captive",1,"G","MOH",1,0.00273972602739726,6
"3033","GMOH","M","captive",2,"G","MOH",1,NA,7
"3034","GMOH","F","captive",2,"G","MOH",1,NA,7
"3035","GMOH","F","captive",1,"G","MOH",1,NA,7
"3036","GMOH","M","captive",1,"G","MOH",1,NA,7
"3037","GMOH","M","captive",2,"G","MOH",1,0.00821917808219178,8
"3038","GMOH",NA,"captive",2,"G","MOH",1,0,8
"3039","GMOH","M","captive",1,"G","MOH",1,NA,8
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3040","GMOH","F","captive",1,"G","MOH",1,0.0328767123287671,8
"3041","GMOH","F","captive",1,"G","MOH",1,NA,8
"3042","GMOH","M","captive",2,"G","MOH",1,0,9
"3043","GMOH","M","captive",2,"G","MOH",1,0,9
"3044","GMOH","M","captive",1,"G","MOH",1,NA,9
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3051","GMOH",NA,"captive",1,"G","MOH",1,0,11
"3052","GMOH",NA,"captive",1,"G","MOH",1,0,11
"3053","GMOH","F","captive",1,"G","MOH",1,NA,11
"3054","GMOH","M","captive",2,"G","MOH",1,0.063013698630137,11
"3055","GMOH","F","captive",2,"G","MOH",1,NA,11
"3057","GMOH",NA,"captive",1,"G","MOH",NA,0.00273972602739726,12
"3058","GMOH","M","captive",2,"G","MOH",1,NA,1
"3059","GMOH","F","captive",2,"G","MOH",1,NA,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3060","GMOH","F","captive",2,"G","MOH",1,0.00273972602739726,2
"3061","GMOH","F","captive",2,"G","MOH",1,0.00273972602739726,2
"3064","GMOH","F","captive",1,"G","MOH",1,NA,3
"3067","GMOH",NA,"captive",2,"G","MOH",1,0,3
"3068","GMOH",NA,"captive",2,"G","MOH",1,0,3
"3069","GMOH","F","captive",1,"G","MOH",1,0.0246575342465753,3
"307","GMOH","F","captive",1,"G","MOH",NA,0.665753424657534,8
"3070","GMOH","M","captive",2,"G","MOH",1,NA,4
"3071","GMOH","F","captive",2,"G","MOH",1,NA,4
"3072","GMOH","M","captive",1,"G","MOH",1,NA,4
"3073","GMOH","M","captive",1,"G","MOH",1,0,4
"3074","GMOH","F","captive",1,"G","MOH",1,0.0246575342465753,4
"3075","GMOH","F","captive",2,"G","MOH",1,3.16438356164384,5
"3076","GMOH","F","captive",2,"G","MOH",1,NA,5
"3077","GMOH","M","captive",1,"G","MOH",1,0.00821917808219178,5
"3078","GMOH","F","captive",1,"G","MOH",1,NA,5
"3079","GMOH",NA,"captive",2,"G","MOH",1,0.00273972602739726,5
"308","GMOH","M","captive",1,"G","MOH",NA,0.0438356164383562,4
"3080","GMOH","M","captive",2,"G","MOH",1,0.00273972602739726,5
"3081","GMOH","F","captive",1,"G","MOH",1,NA,6
"3082","GMOH",NA,"captive",2,"G","MOH",1,0.00547945205479452,7
"3083","GMOH","M","captive",2,"G","MOH",1,NA,7
"3084","GMOH","M","captive",1,"G","MOH",1,8.30958904109589,7
"3085","GMOH","M","captive",1,"G","MOH",1,0.0136986301369863,8
"3086","GMOH",NA,"captive",1,"G","MOH",NA,0.00547945205479452,10
"3087","GMOH","F","captive",1,"G","MOH",1,NA,10
"3088","GMOH",NA,"captive",1,"G","MOH",1,0,11
"3089","GMOH","F","captive",1,"G","MOH",1,NA,12
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3090","GMOH","M","captive",2,"G","MOH",1,7.04383561643836,12
"3091","GMOH","M","captive",2,"G","MOH",1,NA,12
"3092","GMOH","F","captive",1,"G","MOH",1,0.00547945205479452,1
"3093","GMOH","M","captive",2,"G","MOH",1,NA,1
"3094","GMOH","M","captive",2,"G","MOH",1,NA,1
"3095","GMOH","M","captive",2,"G","MOH",1,NA,1
"3096","GMOH","M","captive",2,"G","MOH",1,NA,1
"3098","GMOH","M","captive",2,"G","MOH",1,NA,3
"3099","GMOH","F","captive",2,"G","MOH",1,NA,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3101","GMOH","F","captive",1,"G","MOH",1,NA,4
"3102","GMOH","M","captive",2,"G","MOH",1,0,5
"3103","GMOH","M","captive",2,"G","MOH",1,0,5
"3104","GMOH","M","captive",2,"G","MOH",NA,3.63835616438356,5
"3105","GMOH",NA,"captive",2,"G","MOH",NA,0.0136986301369863,5
"3106","GMOH","F","captive",2,"G","MOH",1,NA,6
"3107","GMOH","F","captive",2,"G","MOH",1,5.93972602739726,6
"3108","GMOH","M","captive",2,"G","MOH",1,9.56164383561644,7
"3109","GMOH","M","captive",2,"G","MOH",1,7.33424657534247,7
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3110","GMOH",NA,"captive",2,"G","MOH",1,0,8
"3111","GMOH",NA,"captive",2,"G","MOH",1,0,8
"3112","GMOH","F","captive",2,"G","MOH",1,10.4493150684932,8
"3113","GMOH","F","captive",2,"G","MOH",1,10.9123287671233,8
"3114","GMOH","F","captive",1,"G","MOH",1,NA,8
"3115","GMOH","M","captive",1,"G","MOH",1,0.0219178082191781,9
"3116","GMOH","M","captive",1,"G","MOH",1,0.0273972602739726,9
"3117","GMOH","F","captive",2,"G","MOH",1,NA,11
"3118","GMOH","M","captive",2,"G","MOH",1,10.6301369863014,11
"3119","GMOH","F","captive",2,"G","MOH",1,0.0164383561643836,12
"312","GMOH","M","captive",1,"G","MOH",1,1.09041095890411,8
"3120","GMOH","F","captive",2,"G","MOH",1,0.0383561643835616,12
"3121","GMOH","M","captive",2,"G","MOH",1,NA,1
"3122","GMOH","F","captive",2,"G","MOH",1,NA,1
"3123","GMOH","F","captive",1,"G","MOH",1,0.819178082191781,2
"3124","GMOH","M","captive",1,"G","MOH",1,NA,3
"3127","GMOH","M","captive",2,"G","MOH",NA,NA,4
"3128","GMOH","M","captive",2,"G","MOH",NA,NA,4
"3129","GMOH","F","captive",1,"G","MOH",1,NA,4
"3130","GMOH","F","captive",1,"G","MOH",1,NA,5
"3131","GMOH","M","captive",2,"G","MOH",1,5.23561643835616,5
"3132","GMOH","M","captive",2,"G","MOH",1,0.0821917808219178,5
"3133","GMOH","F","captive",1,"G","MOH",1,11.2383561643836,7
"3135","GMOH","F","captive",1,"G","MOH",1,9.87123287671233,1
"3136","GMOH",NA,"captive",2,"G","MOH",1,0,1
"3137","GMOH",NA,"captive",2,"G","MOH",1,0.0136986301369863,1
"3138","GMOH","F","captive",2,"G","MOH",1,0.0356164383561644,1
"3139","GMOH",NA,"captive",2,"G","MOH",1,0.010958904109589,1
"3140","GMOH","F","captive",2,"G","MOH",1,1.67671232876712,2
"3141","GMOH","F","captive",2,"G","MOH",1,9.64931506849315,2
"3142","GMOH","M","captive",2,"G","MOH",1,NA,2
"3143","GMOH","F","captive",2,"G","MOH",1,14.0821917808219,2
"3144","GMOH","M","captive",2,"G","MOH",NA,NA,3
"3145","GMOH","M","captive",2,"G","MOH",NA,11.4328767123288,3
"3146","GMOH","F","captive",2,"G","MOH",1,10.9534246575342,4
"3147","GMOH","F","captive",2,"G","MOH",1,11.5013698630137,4
"3148","GMOH","F","captive",1,"G","MOH",1,0,6
"3149","GMOH","M","captive",2,"G","MOH",1,NA,10
"3150","GMOH","F","captive",2,"G","MOH",1,0.715068493150685,10
"3151","GMOH",NA,"captive",2,"G","MOH",1,0,11
"3152","GMOH",NA,"captive",2,"G","MOH",1,0,11
"3153","GMOH","M","captive",1,"G","MOH",1,10.6849315068493,3
"3154","GMOH","F","captive",2,"G","MOH",1,8.58356164383562,7
"3155","GMOH","F","captive",2,"G","MOH",1,7.70684931506849,7
"3157","GMOH","M","captive",2,"G","MOH",1,0.00821917808219178,10
"3158","GMOH","F","captive",2,"G","MOH",1,11.4219178082192,10
"3159","GMOH","M","captive",1,"G","MOH",1,NA,4
"3160","GMOH","M","captive",1,"G","MOH",1,0.402739726027397,4
"3161","GMOH","M","captive",1,"G","MOH",1,10.3041095890411,5
"3162","GMOH","M","captive",2,"G","MOH",1,7.68767123287671,9
"3163","GMOH","F","captive",2,"G","MOH",1,NA,9
"3164","GMOH","F","captive",2,"G","MOH",1,1.0027397260274,10
"3165","GMOH","M","captive",2,"G","MOH",1,0.504109589041096,10
"3166","GMOH",NA,"captive",2,"G","MOH",1,0,10
"3167","GMOH",NA,"captive",2,"G","MOH",1,0,10
"3168","GMOH","F","captive",1,"G","MOH",1,NA,1
"3169","GMOH","M","captive",1,"G","MOH",1,0.00273972602739726,1
"3170","GMOH","M","captive",2,"G","MOH",1,6.81095890410959,5
"3171","GMOH","F","captive",2,"G","MOH",1,14.4520547945205,5
"3172","GMOH","M","captive",1,"G","MOH",1,10.441095890411,5
"3173","GMOH","F","captive",2,"G","MOH",1,7.75890410958904,5
"3174","GMOH","M","captive",2,"G","MOH",1,7.03013698630137,5
"3175","GMOH","M","captive",2,"G","MOH",1,0,6
"3176","GMOH","M","captive",2,"G","MOH",1,0,6
"3177","GMOH","F","captive",2,"G","MOH",1,7.57534246575342,6
"3178","GMOH","M","captive",2,"G","MOH",1,12.8438356164384,6
"3179","GMOH","M","captive",1,"G","MOH",1,0,10
"3180","GMOH",NA,"captive",1,"G","MOH",1,0,5
"3181","GMOH","M","captive",2,"G","MOH",1,0,12
"3182","GMOH","F","captive",2,"G","MOH",1,0,12
"3183","GMOH","F","captive",NA,"G","MOH",NA,7.70958904109589,6
"3184","GMOH","M","captive",NA,"G","MOH",NA,9.47945205479452,2
"3185","GMOH","M","captive",2,"G","MOH",1,6.76164383561644,8
"3186","GMOH","F","captive",2,"G","MOH",1,7.63561643835616,8
"3187","GMOH","M","captive",NA,"G","MOH",NA,7.95616438356164,3
"3188","GMOH","M","captive",1,"G","MOH",1,7.47123287671233,8
"3189","GMOH","F","captive",NA,"G","MOH",NA,5.85479452054795,9
"3190","GMOH","M","captive",NA,"G","MOH",NA,4.9041095890411,2
"321","MZAZ","F","captive",2,"M","ZAZ",NA,14.7315068493151,9
"322","MZAZ","F","captive",2,"M","ZAZ",NA,6.76712328767123,9
"323","MZAZ","F","captive",2,"M","ZAZ",1,14.9808219178082,3
"324","MZAZ","F","captive",2,"M","ZAZ",1,NA,3
"325","MZAZ","M","captive",2,"M","ZAZ",1,16.6027397260274,10
"326","MZAZ","M","captive",2,"M","ZAZ",1,17.5561643835616,10
"327","MZAZ","F","captive",1,"M","ZAZ",1,8.41917808219178,11
"328","MZAZ","M","captive",2,"M","ZAZ",1,9.04383561643836,6
"329","MZAZ","F","captive",2,"M","ZAZ",1,9.0958904109589,6
"330","MZAZ","M","captive",2,"M","ZAZ",1,9.45753424657534,7
"331","MZAZ","M","captive",2,"M","ZAZ",1,8.32876712328767,7
"332","MZAZ","M","captive",2,"M","ZAZ",1,0.00273972602739726,5
"333","MZAZ","F","captive",2,"M","ZAZ",1,13.0520547945205,5
"334","MZAZ","M","captive",2,"M","ZAZ",1,13.8054794520548,5
"335","MZAZ","F","captive",2,"M","ZAZ",1,6.91506849315068,5
"336","MZAZ","M","captive",1,"M","ZAZ",1,6.57808219178082,6
"337","MZAZ","F","captive",2,"M","ZAZ",1,15.4547945205479,6
"338","MZAZ","F","captive",2,"M","ZAZ",1,7.08493150684932,6
"339","MZAZ","F","captive",1,"M","ZAZ",1,10.9616438356164,6
"340","MZAZ","M","captive",1,"M","ZAZ",NA,5.02465753424658,4
"341","MZAZ",NA,"captive",1,"M","ZAZ",1,0.00547945205479452,4
"342","MZAZ",NA,"captive",1,"M","ZAZ",1,0.00547945205479452,4
"343","MZAZ","F","captive",2,"M","ZAZ",1,14.5479452054795,4
"344","MZAZ","F","captive",2,"M","ZAZ",1,16.3178082191781,4
"345","MZAZ","F","captive",1,"M","ZAZ",1,0,5
"346","MZAZ",NA,"captive",1,"M","ZAZ",1,0.00273972602739726,7
"347","MZAZ","F","captive",2,"M","ZAZ",1,8.44383561643836,7
"348","MZAZ","F","captive",2,"M","ZAZ",1,15.0767123287671,7
"349","MZAZ",NA,"captive",2,"M","ZAZ",1,0,8
"350","MZAZ","M","captive",2,"M","ZAZ",1,12.0301369863014,8
"3501","ERUF","M","captive",1,"E","RUF",1,0.00547945205479452,3
"3502","ECOL","M","captive",1,"E","COL",1,0.00547945205479452,3
"3503","EMAC","M","captive",2,"E","MAC",1,0.00821917808219178,3
"3504","EMAC","F","captive",2,"E","MAC",1,16.758904109589,3
"3505","EUL","M","captive",1,"E","UL",NA,NA,3
"3506","EUL","M","captive",1,"E","UL",1,NA,4
"3507","EUL","F","captive",1,"E","UL",NA,NA,4
"3508","ERUF","M","captive",1,"E","RUF",NA,15.3287671232877,4
"3509","VAR","F","captive",1,"V","AR",NA,NA,4
"351","MZAZ","F","captive",2,"M","ZAZ",1,15.027397260274,8
"3510","EALB","F","captive",2,"E","ALB",1,NA,4
"3511","EALB","M","captive",2,"E","ALB",1,8.66849315068493,4
"3512","VAR","F","captive",3,"V","AR",NA,NA,4
"3513","VAR","M","captive",3,"V","AR",NA,1.98630136986301,4
"3514","VAR","M","captive",3,"V","AR",NA,NA,4
"3515","LCAT","M","captive",2,"L","CAT",1,12.6630136986301,4
"3516","LCAT","M","captive",2,"L","CAT",1,4.94246575342466,4
"3517","EUL",NA,"captive",1,"E","UL",NA,0,4
"3518","VAR","M","captive",2,"V","AR",NA,1.29041095890411,4
"3519","VAR","M","captive",2,"V","AR",NA,3.48767123287671,4
"352","MZAZ","F","captive",2,"M","ZAZ",1,13.0301369863014,8
"3520","LCAT","F","captive",1,"L","CAT",1,NA,4
"3521","VVV","F","captive",2,"V","VV",NA,0,4
"3522","VVV","F","captive",2,"V","VV",NA,0.00273972602739726,4
"3523","VVV","M","captive",2,"V","VV",NA,23.1780821917808,4
"3524","VVV","M","captive",2,"V","VV",NA,6.75342465753425,4
"3525","EUL","F","captive",1,"E","UL",NA,NA,4
"3526","VAR","M","captive",1,"V","AR",NA,0,5
"3527","EUL","M","captive",1,"E","UL",NA,0.00547945205479452,5
"3528","EUL","M","captive",1,"E","UL",1,1.68767123287671,5
"3529","EUL","M","captive",1,"E","UL",1,0,6
"353","MZAZ","M","captive",2,"M","ZAZ",1,7.93698630136986,9
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3532","EFUL","F","captive",1,"E","FUL",1,NA,6
"3533","ERUF","M","captive",1,"E","RUF",NA,17.7945205479452,8
"3534","EUL","M","captive",1,"E","UL",1,0,1
"3535","LCAT","M","captive",1,"L","CAT",1,12.2876712328767,3
"3536","EUL","F","captive",1,"E","UL",NA,0,3
"3537","ERUF","M","captive",1,"E","RUF",1,0,3
"3538","EUL","F","captive",1,"E","UL",1,NA,3
"3539","EUL","M","captive",1,"E","UL",NA,NA,3
"354","MZAZ","F","captive",2,"M","ZAZ",1,13.4630136986301,9
"3540","EUL","M","captive",1,"E","UL",1,NA,3
"3541","EUL","F","captive",1,"E","UL",NA,0.265753424657534,3
"3542","EUL","F","captive",1,"E","UL",NA,NA,3
"3543","ECOL","F","captive",1,"E","COL",1,0.010958904109589,3
"3544","LCAT","F","captive",2,"L","CAT",1,26.1780821917808,3
"3545","LCAT","F","captive",2,"L","CAT",1,NA,3
"3546","LCAT","M","captive",2,"L","CAT",1,0.010958904109589,3
"3547","LCAT","M","captive",2,"L","CAT",1,NA,3
"3548","EMAC","M","captive",2,"E","MAC",NA,0.405479452054795,3
"3549","EMAC","M","captive",2,"E","MAC",NA,0.391780821917808,3
"355","MZAZ","F","captive",1,"M","ZAZ",1,0.00273972602739726,11
"3550","EUL","F","captive",1,"E","UL",1,NA,3
"3551","EUL","M","captive",1,"E","UL",1,NA,3
"3552","EMAC","F","captive",2,"E","MAC",1,0,3
"3553","EMAC","M","captive",2,"E","MAC",1,0,3
"3554","EFUL","M","captive",1,"E","FUL",1,0.63013698630137,3
"3555","EMAC","M","captive",1,"E","MAC",1,0.419178082191781,4
"3556","ERUF","M","captive",1,"E","RUF",1,14.3835616438356,4
"3557","VVV","F","captive",2,"V","VV",NA,11.2849315068493,4
"3558","VVV","M","captive",2,"V","VV",NA,10.0191780821918,4
"3559","EUL","F","captive",1,"E","UL",NA,2.2958904109589,4
"356","MZAZ",NA,"captive",1,"M","ZAZ",1,0,4
"3560","EFUL","M","captive",1,"E","FUL",1,NA,4
"3561","EUL","M","captive",1,"E","UL",NA,0.0136986301369863,4
"3562","ERUF","F","captive",1,"E","RUF",NA,21.241095890411,4
"3563","VVV","F","captive",2,"V","VV",1,29.358904109589,4
"3564","VVV","M","captive",2,"V","VV",1,0.254794520547945,4
"3565","ERUF","M","captive",1,"E","RUF",1,0.00547945205479452,4
"3566","EUL","F","captive",1,"E","UL",NA,9.28493150684931,4
"3567","EUL","F","captive",1,"E","UL",1,3.01095890410959,4
"3568","EUL","M","captive",1,"E","UL",1,0,4
"3569","VRUB","M","captive",3,"V","RUB",1,18.4739726027397,4
"357","MZAZ",NA,"captive",2,"M","ZAZ",NA,0.010958904109589,4
"3570","VRUB","F","captive",3,"V","RUB",1,15.758904109589,4
"3571","VRUB","M","captive",3,"V","RUB",1,10.4438356164384,4
"3572","VAR","F","captive",2,"V","AR",0,0,4
"3573","VAR","M","captive",2,"V","AR",0,NA,4
"3574","EUL","M","captive",1,"E","UL",1,0.534246575342466,4
"3575","VAR","F","captive",3,"V","AR",NA,NA,4
"3576","VAR",NA,"captive",3,"V","AR",NA,0.00547945205479452,4
"3577","VAR","F","captive",3,"V","AR",NA,0.0164383561643836,4
"3578","EUL","M","captive",1,"E","UL",0,16.0575342465753,4
"3579","EUL",NA,"captive",1,"E","UL",1,0,4
"358","MZAZ","M","captive",2,"M","ZAZ",NA,10.3452054794521,4
"3580","VAR","F","captive",3,"V","AR",0,NA,5
"3581","VAR","F","captive",3,"V","AR",0,NA,5
"3582","VVV","M","captive",3,"V","VV",NA,NA,5
"3583","VAR","F","captive",2,"V","AR",0,0.295890410958904,5
"3584","VAR","M","captive",2,"V","AR",0,NA,5
"3585","ERUF","M","captive",1,"E","RUF",1,NA,5
"3586","VVV","F","captive",3,"V","VV",NA,28.8767123287671,5
"3587","VVV","F","captive",3,"V","VV",NA,35.758904109589,5
"3588","VAR","M","captive",3,"V","AR",0,NA,5
"3589","EUL","M","captive",2,"E","UL",NA,6.74520547945205,5
"359","MZAZ","M","captive",2,"M","ZAZ",1,11.6493150684932,4
"3590","EUL","M","captive",2,"E","UL",NA,NA,5
"3591","EUL","M","captive",1,"E","UL",0,NA,5
"3592","LCAT","F","captive",1,"L","CAT",1,14.4301369863014,5
"3593","LCAT","F","captive",1,"L","CAT",1,0.0164383561643836,5
"3594","EUL",NA,"captive",1,"E","UL",0,0,4
"3595","EUL","F","captive",1,"E","UL",1,0.00821917808219178,6
"3596","VVV","M","captive",NA,"V","VV",NA,1.72054794520548,4
"3597","EALB","M","captive",1,"E","ALB",1,14.1753424657534,7
"3598","ERUF","M","captive",NA,"E","RUF",NA,NA,3
"3599","ERUF","F","captive",NA,"E","RUF",NA,7.09041095890411,3
"360","MZAZ","M","captive",2,"M","ZAZ",1,15.5945205479452,4
"3600","CMED","M","captive",2,"C","MED",1,8.41643835616438,8
"3601","CMED","F","captive",2,"C","MED",1,0.00821917808219178,8
"3602","CMED",NA,"captive",1,"C","MED",1,0,8
"3603","CMED","M","captive",2,"C","MED",1,NA,6
"3604","CMED","M","captive",2,"C","MED",1,NA,6
"3605","CMED","M","captive",3,"C","MED",1,0.345205479452055,7
"3606","CMED","M","captive",3,"C","MED",1,NA,7
"3607","CMED","F","captive",3,"C","MED",1,0.345205479452055,7
"3608","CMED",NA,"captive",3,"C","MED",1,0,7
"3609","CMED",NA,"captive",3,"C","MED",1,0,7
"361","MZAZ","M","captive",1,"M","ZAZ",1,0.00821917808219178,5
"3610","CMED",NA,"captive",3,"C","MED",1,0,7
"3611","CMED","M","captive",3,"C","MED",1,16.627397260274,7
"3612","CMED","M","captive",3,"C","MED",1,12.3260273972603,7
"3613","CMED","F","captive",3,"C","MED",1,21.5506849315069,7
"3614","CMED","M","captive",1,"C","MED",1,12.8547945205479,7
"3615","CMED",NA,"captive",2,"C","MED",1,0,8
"3616","CMED",NA,"captive",2,"C","MED",1,0,8
"3617","CMED","F","captive",1,"C","MED",1,0,9
"3618","CMED","M","captive",1,"C","MED",1,NA,6
"3619","CMED","F","captive",1,"C","MED",1,22.2821917808219,8
"362","MZAZ","F","captive",2,"M","ZAZ",1,0.010958904109589,5
"3620","CMED","F","captive",1,"C","MED",1,20.3397260273973,7
"3621","CMED","M","captive",2,"C","MED",1,25.5452054794521,7
"3622","CMED","M","captive",2,"C","MED",1,8.9972602739726,7
"3623","CMED","F","captive",2,"C","MED",1,NA,5
"3624","CMED","M","captive",2,"C","MED",1,12.7397260273973,5
"3625","CMED",NA,"captive",NA,"C","MED",1,0.00547945205479452,7
