"animal_id","species","sex","litter_size","mother_father_same","age","month_born"
"0001","Northern greater galago","F",NA,NA,7.7013698630137,1
"0002","Northern greater galago","M",NA,NA,3.92876712328767,1
"0003","Northern greater galago","M",1,1,0.0164383561643836,7
"0004","Northern greater galago","M",1,1,5.93972602739726,4
"0005","Northern greater galago","M",1,1,15.4657534246575,8
"0006","Northern greater galago","F",1,1,13.5890410958904,3
"0007","Northern greater galago","M",NA,NA,7.54794520547945,1
"0008","Northern greater galago","F",1,1,5.37808219178082,7
"0009","Northern greater galago","M",1,1,10.3808219178082,9
"0010","Northern greater galago","M",1,1,13.4630136986301,5
"0011","Northern greater galago","M",1,1,4.62191780821918,10
"0012","Northern greater galago","M",1,1,3.59452054794521,5
"0013","Northern greater galago","M",1,1,6.17260273972603,12
"0014","Northern greater galago","F",1,1,NA,10
"0015","Northern greater galago","F",1,1,6.3972602739726,6
"0016","Northern greater galago","F",1,1,3.21095890410959,5
"0017","Northern greater galago","F",1,1,NA,6
"0018","Northern greater galago","M",1,1,NA,3
"0019","Northern greater galago","F",1,NA,1.69315068493151,7
"0020","Northern greater galago","M",1,NA,0.120547945205479,7
"0021","Northern greater galago","M",1,1,NA,12
"0022","Northern greater galago","M",1,NA,0.0191780821917808,5
"0023","Northern greater galago","F",1,1,NA,9
"0024","Northern greater galago","F",1,1,NA,4
"0025","Northern greater galago",NA,1,1,0,5
"0026","Northern greater galago","M",1,NA,1.66575342465753,6
"0027","Northern greater galago","M",1,1,0.482191780821918,7
"0028","Northern greater galago","F",1,1,0.684931506849315,10
"0029","Northern greater galago","M",1,NA,NA,2
"0030","Collared brown lemur","F",NA,NA,5.55068493150685,10
"0031","Collared brown lemur","M",1,1,0,2
"0032","Collared brown lemur",NA,1,1,0,4
"0033","Collared brown lemur","M",1,1,0,2
"0034","Collared brown lemur",NA,1,1,0,2
"0035","Eulemur hybrid","M",1,0,0,4
"0036","Eulemur hybrid","F",1,0,0,3
"0037","Eulemur hybrid","F",1,0,0.172602739726027,4
"0038","Common brown lemur",NA,2,1,0,4
"0039","Common brown lemur",NA,2,1,0,4
"0040","Eulemur hybrid","F",1,0,0.241095890410959,5
"0041","Eulemur hybrid","F",1,0,0,5
"0042","Eulemur hybrid","F",1,0,0,2
"0043","Red-fronted brown lemur",NA,1,1,0,3
"0044","Red-fronted brown lemur","M",2,1,0,3
"0045","Red-fronted brown lemur","F",2,1,0,3
"0046","Eastern lesser bamboo lemur","M",NA,NA,1.5013698630137,12
"0047","Red ruffed lemur",NA,2,1,0,6
"0048","Red ruffed lemur",NA,2,1,0,6
"0049","Red ruffed lemur","M",NA,NA,NA,4
"0050","Fat-tailed dwarf lemur",NA,2,NA,0,11
"0051","Fat-tailed dwarf lemur",NA,2,NA,0,11
"0052","Potto",NA,1,1,0,4
"0053","Potto",NA,1,1,0,2
"0054","Northern greater galago",NA,1,1,0,11
"0055","Northern greater galago",NA,1,1,0,5
"0056","Northern greater galago",NA,1,1,0,6
"0057","Northern greater galago",NA,1,1,0,11
"0058","Northern greater galago",NA,1,1,0,5
"0059","Northern greater galago",NA,1,1,0,10
"0060","Northern greater galago",NA,1,1,0,3
"0061","Northern greater galago",NA,1,1,0,11
"0062","Northern greater galago",NA,1,1,0,7
"0063","Northern greater galago","M",1,1,0,8
"0064","Northern greater galago","F",1,1,0,5
"0065","Northern greater galago",NA,1,1,0.00273972602739726,7
"0066","Northern greater galago","M",1,1,0,3
"0067","Northern greater galago",NA,1,1,0,6
"0068","Northern greater galago",NA,1,1,0,11
"0069","Northern greater galago","M",1,1,0,10
"0070","Northern greater galago","M",NA,NA,NA,4
"0071","Northern greater galago",NA,1,1,0,9
"0072","Northern greater galago","M",NA,NA,NA,4
"0073","Northern greater galago",NA,1,1,0,7
"0074","Northern greater galago","M",1,1,0,12
"0086","Common brown lemur",NA,1,1,0,4
"0201","Northern greater galago","F",NA,NA,11.3424657534247,1
"0202","Northern greater galago","M",NA,NA,3.92876712328767,1
"0203","Northern greater galago","M",1,1,4.26849315068493,7
"0250","Northern greater galago","M",NA,NA,NA,8
"0251","Northern greater galago","F",NA,NA,2.90684931506849,8
"0252","Northern greater galago","F",NA,NA,2.67945205479452,8
"0253","Northern greater galago","M",NA,NA,NA,9
"0254","Northern greater galago","M",NA,NA,NA,9
"0255","Northern greater galago","M",NA,NA,3.11780821917808,9
"0256","Northern greater galago","F",NA,NA,0.671232876712329,9
"0257","Northern greater galago","F",NA,NA,2.32054794520548,9
"0258","Northern greater galago","F",NA,NA,NA,9
"0259","Northern greater galago","M",NA,NA,9.94520547945205,10
"0260","Northern greater galago","F",NA,NA,NA,10
"0261","Northern greater galago","M",NA,NA,NA,1
"0262","Northern greater galago","M",NA,NA,1.07671232876712,1
"0263","Northern greater galago","F",NA,NA,NA,1
"0264","Northern greater galago","F",NA,NA,NA,1
"0265","Northern greater galago","M",1,1,0.010958904109589,8
"0266","Northern greater galago","F",1,1,NA,12
"0267","Northern greater galago","M",1,1,NA,1
"0268","Northern greater galago","M",1,1,NA,5
"0269","Northern greater galago","M",1,1,NA,7
"0270","Northern greater galago","F",1,1,0.808219178082192,9
"0271","Northern greater galago","M",1,1,NA,5
"0272","Northern greater galago","F",1,1,NA,7
"0273","Northern greater galago","M",2,1,NA,3
"0274","Northern greater galago","M",2,1,NA,3
"0275","Northern greater galago","M",1,1,NA,7
"0276","Northern greater galago","M",2,1,0.00273972602739726,5
"0277","Northern greater galago","M",2,1,3.61917808219178,5
"0278","Northern greater galago","F",1,1,0.178082191780822,7
"0279","Northern greater galago","F",NA,NA,NA,1
"0280","Northern greater galago","F",NA,NA,3.5013698630137,1
"0281","Northern greater galago","M",NA,NA,NA,1
"0282","Northern greater galago","M",NA,1,NA,11
"0283","Northern greater galago",NA,1,1,0,7
"0401","Northern greater galago","F",NA,NA,NA,5
"0402","Northern greater galago","M",NA,1,5.19452054794521,9
"0403","Northern greater galago","F",NA,1,NA,9
"0404","Northern greater galago","F",NA,1,1.85205479452055,9
"0405","Northern greater galago","M",NA,NA,4.67945205479452,7
"0406","Northern greater galago","F",NA,NA,4.81095890410959,9
"0407","Northern greater galago","M",NA,NA,NA,7
"0408","Northern greater galago","F",NA,NA,6.21643835616438,9
"0409","Northern greater galago","M",NA,NA,NA,7
"0410","Northern greater galago","F",NA,NA,NA,9
"0411","Northern greater galago","F",1,1,4.39452054794521,3
"0412","Northern greater galago","F",1,1,2.93424657534247,4
"0413","Northern greater galago","M",1,1,NA,9
"0414","Northern greater galago","F",1,1,NA,9
"0415","Northern greater galago","M",1,1,NA,4
"0416","Northern greater galago","M",1,1,3.40547945205479,6
"0417","Northern greater galago","M",1,1,0.70958904109589,9
"0418","Northern greater galago","M",1,1,2.81095890410959,6
"0419","Northern greater galago","M",1,1,NA,6
"0420","Northern greater galago","F",1,1,NA,3
"0421","Northern greater galago","M",1,NA,1.44109589041096,6
"0422","Northern greater galago","M",1,1,NA,9
"0423","Northern greater galago","F",1,1,NA,12
"0424","Northern greater galago","M",1,1,0.0191780821917808,1
"0425","Northern greater galago","F",1,NA,NA,9
"0426","Northern greater galago","M",1,1,NA,9
"0427","Northern greater galago","F",1,NA,NA,3
"0428","Northern greater galago","M",1,1,0.189041095890411,5
"0429","Northern greater galago","F",1,1,NA,11
"0430","Northern greater galago","M",1,1,NA,8
"0431","Northern greater galago",NA,1,1,0,8
"0432","Northern greater galago","M",1,1,0,1
"0433","Northern greater galago",NA,2,1,0,3
"0434","Northern greater galago",NA,2,1,0,3
"0435","Northern greater galago","F",NA,NA,NA,11
"0436","Northern greater galago","F",NA,NA,NA,6
"0437","Northern greater galago","M",2,1,0,8
"0438","Northern greater galago","F",2,1,0,8
"0439","Northern greater galago","M",2,1,NA,10
"0440","Northern greater galago","M",2,1,0,10
"0441","Northern greater galago","M",1,1,NA,6
"0442","Northern greater galago","M",2,1,0,7
"0443","Northern greater galago","M",2,1,0.00273972602739726,7
"0444","Northern greater galago","M",2,1,NA,8
"0445","Northern greater galago","F",2,1,NA,8
"0446","Northern greater galago","F",NA,NA,6.30684931506849,12
"0447","Northern greater galago","M",NA,NA,NA,10
"0448","Northern greater galago","F",NA,NA,5.8,1
"0449","Northern greater galago","M",NA,NA,NA,10
"0450","Northern greater galago","F",NA,NA,NA,7
"0451","Northern greater galago","M",NA,1,NA,9
"0452","Northern greater galago","M",1,1,NA,4
"0453","Northern greater galago","M",NA,NA,NA,5
"0454","Northern greater galago","F",NA,1,NA,6
"0455","Northern greater galago","M",1,1,NA,7
"0456","Northern greater galago","F",NA,NA,NA,11
"0457","Northern greater galago",NA,1,1,0,8
"0458","Northern greater galago","M",NA,NA,NA,12
"0459","Northern greater galago","M",NA,NA,7.37534246575343,11
"0460","Northern greater galago","F",NA,NA,NA,8
"0461","Northern greater galago","F",NA,NA,3.63013698630137,8
"0462","Northern greater galago","F",NA,NA,NA,12
"0463","Northern greater galago","M",1,1,0.00273972602739726,6
"0464","Northern greater galago","M",NA,NA,15.1260273972603,6
"0465","Northern greater galago","M",NA,NA,NA,6
"0466","Northern greater galago","F",1,1,0,6
"0468","Northern greater galago","F",1,1,NA,10
"0469","Northern greater galago","M",NA,NA,NA,10
"0470","Northern greater galago","F",NA,NA,NA,10
"0471","Northern greater galago","M",NA,1,NA,7
"0472","Northern greater galago","M",1,1,NA,10
"0473","Northern greater galago","M",1,1,NA,11
"0474","Northern greater galago","F",1,1,NA,1
"0475","Northern greater galago","M",1,1,NA,3
"0476","Northern greater galago","F",1,1,NA,5
"0477","Northern greater galago","M",1,1,0.0986301369863014,5
"0478","Northern greater galago","F",1,1,13.0109589041096,6
"0479","Northern greater galago","F",1,1,NA,6
"0480","Northern greater galago","F",1,1,NA,7
"0481","Northern greater galago","M",1,1,0.345205479452055,9
"0482","Northern greater galago","F",1,1,NA,4
"0483","Northern greater galago","M",1,1,0.0684931506849315,5
"0484","Northern greater galago","M",1,1,NA,6
"0485","Northern greater galago","M",2,1,NA,7
"0486","Northern greater galago","M",2,1,NA,7
"0487","Northern greater galago","M",1,1,NA,8
"0488","Northern greater galago",NA,2,1,0,9
"0489","Northern greater galago",NA,2,1,0,9
"0490","Northern greater galago","M",1,1,0.00273972602739726,9
"0491","Northern greater galago","M",1,1,NA,10
"0492","Northern greater galago","F",1,1,NA,10
"0493","Northern greater galago",NA,1,1,0,11
"0494","Northern greater galago","M",1,1,0,12
"0495","Northern greater galago","M",2,1,0.00821917808219178,5
"0496","Northern greater galago","F",2,1,0.123287671232877,5
"0497","Northern greater galago","F",1,1,0,5
"0498","Northern greater galago","M",2,1,NA,5
"0499","Northern greater galago","F",2,1,NA,5
"1056","Mohol bushbaby","M",NA,NA,10.6602739726027,2
"1057","Mohol bushbaby","F",NA,NA,10.5041095890411,3
"1058","Mohol bushbaby","M",NA,NA,NA,8
"1059","Mohol bushbaby","F",NA,NA,NA,8
"1064","Mohol bushbaby","M",1,1,0.0273972602739726,4
"1066","Mohol bushbaby","M",NA,NA,NA,10
"1067","Mohol bushbaby","F",NA,NA,NA,1
"1068","Mohol bushbaby","M",NA,NA,5.1041095890411,1
"1069","Mohol bushbaby","F",NA,NA,NA,10
"1070","Mohol bushbaby","F",NA,NA,2.97808219178082,10
"1071","Mohol bushbaby","F",NA,NA,NA,10
"1072","Mohol bushbaby","F",NA,NA,4.45753424657534,10
"1073","Mohol bushbaby","M",2,NA,5.04109589041096,9
"1074","Mohol bushbaby",NA,2,1,0,1
"1075","Mohol bushbaby","F",2,1,0,1
"1076","Mohol bushbaby","M",1,1,0,1
"1077","Mohol bushbaby","F",NA,NA,2.0027397260274,3
"1078","Mohol bushbaby","M",NA,NA,7.09315068493151,3
"1079","Mohol bushbaby","F",NA,NA,8.46575342465753,3
"1080","Mohol bushbaby","M",NA,NA,5.18904109589041,3
"1081","Mohol bushbaby","F",NA,NA,4.5972602739726,3
"1082","Mohol bushbaby","M",NA,NA,4.91506849315068,3
"1083","Mohol bushbaby","F",NA,NA,4.82191780821918,3
"1084","Mohol bushbaby","M",NA,NA,4.82191780821918,3
"1085","Mohol bushbaby","F",NA,NA,NA,3
"1086","Mohol bushbaby","F",NA,NA,NA,3
"1087","Mohol bushbaby","F",NA,NA,NA,3
"1088","Mohol bushbaby","M",NA,NA,NA,3
"1089","Mohol bushbaby","M",NA,NA,6.21095890410959,3
"1090","Mohol bushbaby","F",NA,NA,NA,3
"1091","Mohol bushbaby","M",NA,NA,7.04657534246575,3
"1092","Mohol bushbaby","F",NA,NA,NA,3
"1093","Mohol bushbaby","M",NA,NA,NA,3
"1094","Mohol bushbaby","F",NA,NA,NA,3
"1095","Mohol bushbaby","M",NA,NA,NA,3
"1096","Mohol bushbaby","F",NA,NA,NA,3
"1097","Mohol bushbaby","M",NA,NA,NA,5
"1098","Mohol bushbaby","M",NA,NA,4.17808219178082,10
"1099","Mohol bushbaby","M",NA,NA,4.18904109589041,10
"1193","Mongoose lemur","M",NA,NA,NA,10
"1195","Mongoose lemur","F",NA,NA,15.4630136986301,10
"1300","Eastern lesser bamboo lemur","M",NA,NA,9.86575342465753,12
"1301","Eastern lesser bamboo lemur","F",NA,NA,6.07397260273973,12
"1302","Eastern lesser bamboo lemur","F",NA,NA,9.99178082191781,12
"1303","Eastern lesser bamboo lemur","M",2,1,3.05753424657534,10
"1304","Eastern lesser bamboo lemur","F",2,1,0.00547945205479452,10
"1305","Eastern lesser bamboo lemur","M",1,NA,0.00273972602739726,10
"1306","Eastern lesser bamboo lemur","M",1,1,3.45753424657534,6
"1307","Eastern lesser bamboo lemur","F",1,1,23.3972602739726,6
"1308","Eastern lesser bamboo lemur","M",1,NA,0.00547945205479452,6
"1309","Eastern lesser bamboo lemur","M",NA,NA,10.1780821917808,4
"1310","Eastern lesser bamboo lemur","M",1,1,9.15890410958904,5
"1311","Eastern lesser bamboo lemur","M",1,1,14.7452054794521,6
"1312","Eastern lesser bamboo lemur","M",NA,NA,18.5205479452055,12
"1313","Eastern lesser bamboo lemur","F",NA,NA,20.7123287671233,12
"1314","Eastern lesser bamboo lemur","F",NA,NA,3.3041095890411,12
"1315","Eastern lesser bamboo lemur","F",NA,NA,13.1780821917808,12
"1316","Eastern lesser bamboo lemur","M",1,1,12.5616438356164,11
"1317","Eastern lesser bamboo lemur","F",NA,NA,1.95342465753425,12
"1318","Eastern lesser bamboo lemur","M",NA,NA,13.0493150684932,12
"1319","Eastern lesser bamboo lemur","F",1,1,0,11
"1320","Eastern lesser bamboo lemur","F",1,1,0.00273972602739726,2
"1322","Eastern lesser bamboo lemur","F",NA,NA,9.77534246575343,12
"1323","Eastern lesser bamboo lemur","F",NA,NA,1.75342465753425,12
"1324","Eastern lesser bamboo lemur","M",NA,NA,23.0301369863014,12
"1325","Eastern lesser bamboo lemur","M",1,1,0.010958904109589,11
"1326","Eastern lesser bamboo lemur","F",1,1,1.11232876712329,6
"1327","Eastern lesser bamboo lemur","M",1,1,10.2821917808219,4
"1328","Eastern lesser bamboo lemur","F",1,1,12.013698630137,4
"1329","Eastern lesser bamboo lemur","F",1,1,6.0958904109589,5
"1330","Eastern lesser bamboo lemur","F",1,1,15.6657534246575,4
"1331","Eastern lesser bamboo lemur","F",1,1,13.7616438356164,5
"1336","Eastern lesser bamboo lemur","M",1,1,7.13424657534247,5
"1337","Eastern lesser bamboo lemur","F",1,1,11.9835616438356,7
"1338","Eastern lesser bamboo lemur","F",1,1,10.9945205479452,5
"1339","Eastern lesser bamboo lemur","F",1,1,0.0273972602739726,7
"1340","Eastern lesser bamboo lemur","F",1,1,0.0246575342465753,8
"1342","Eastern lesser bamboo lemur","F",1,1,1.46575342465753,3
"1343","Eastern lesser bamboo lemur","F",2,1,0.00273972602739726,4
"1344","Eastern lesser bamboo lemur","M",2,1,0.00273972602739726,4
"1345","Eastern lesser bamboo lemur","M",1,1,9.9972602739726,5
"1346","Eastern lesser bamboo lemur","M",1,1,0.0136986301369863,5
"1347","Eastern lesser bamboo lemur","M",1,1,8.14794520547945,5
"1352","Eastern lesser bamboo lemur","F",1,1,18.5123287671233,3
"1353","Eastern lesser bamboo lemur","F",1,1,7.8,4
"1354","Eastern lesser bamboo lemur","M",1,1,10.8438356164384,5
"1355","Eastern lesser bamboo lemur","M",1,1,0.167123287671233,7
"1357","Eastern lesser bamboo lemur","F",1,1,NA,5
"1358","Eastern lesser bamboo lemur","F",1,1,16.241095890411,5
"1359","Eastern lesser bamboo lemur","M",1,1,12.9260273972603,3
"1360","Eastern lesser bamboo lemur","F",1,1,12.5479452054795,4
"1362","Eastern lesser bamboo lemur","F",2,1,0,5
"1363","Eastern lesser bamboo lemur","F",2,1,2.63561643835616,5
"1364","Eastern lesser bamboo lemur","M",2,1,0.00273972602739726,4
"1365","Eastern lesser bamboo lemur","M",2,1,0,4
"1366","Eastern lesser bamboo lemur","M",1,1,NA,4
"1367","Eastern lesser bamboo lemur","F",1,1,14.2958904109589,5
"1368","Eastern lesser bamboo lemur","F",1,1,0,8
"1369","Eastern lesser bamboo lemur","F",1,1,15.3205479452055,9
"1370","Eastern lesser bamboo lemur","F",1,1,18.8602739726027,10
"1371","Eastern lesser bamboo lemur","M",NA,1,11.4767123287671,1
"1400","Northern greater galago","F",1,1,NA,6
"1401","Northern greater galago","F",1,1,NA,7
"1402","Northern greater galago","M",1,1,NA,7
"1403","Northern greater galago","F",1,1,NA,10
"1404","Northern greater galago","M",1,1,0,10
"1405","Northern greater galago","F",2,1,NA,11
"1406","Northern greater galago","F",2,1,0.641095890410959,11
"1407","Northern greater galago","M",1,1,0.00273972602739726,11
"1408","Northern greater galago","F",NA,NA,NA,7
"1409","Northern greater galago","M",NA,NA,12.9917808219178,4
"1410","Northern greater galago","M",2,1,NA,12
"1411","Northern greater galago","F",2,1,NA,12
"1412","Northern greater galago","F",1,1,0.00821917808219178,3
"1413","Northern greater galago","M",1,1,7.2,3
"1414","Northern greater galago","F",2,1,NA,6
"1415","Northern greater galago","F",2,1,0.0164383561643836,6
"1416","Northern greater galago",NA,1,1,0,7
"1417","Northern greater galago","F",1,1,NA,7
"1418","Northern greater galago","M",1,1,NA,9
"1419","Northern greater galago","F",2,1,0,10
"1420","Northern greater galago","F",2,1,0.00273972602739726,10
"1421","Northern greater galago","F",1,1,NA,10
"1422","Northern greater galago","M",1,1,0.00273972602739726,11
"1423","Northern greater galago","M",1,1,0.334246575342466,12
"1424","Northern greater galago","M",1,1,0.00273972602739726,1
"1425","Northern greater galago","F",1,1,NA,1
"1426","Northern greater galago","M",1,1,NA,2
"1427","Northern greater galago","M",1,1,0.0164383561643836,3
"1428","Northern greater galago","M",1,1,0,4
"1429","Northern greater galago","F",1,1,NA,5
"1430","Northern greater galago","M",1,1,NA,6
"1431","Northern greater galago","F",1,1,NA,7
"1432","Northern greater galago",NA,1,1,0,8
"1433","Northern greater galago","M",1,1,NA,8
"1434","Northern greater galago","M",1,1,NA,9
"1435","Northern greater galago","M",1,1,NA,9
"1436","Northern greater galago","F",1,1,0,12
"1437","Northern greater galago","F",1,1,NA,12
"1438","Northern greater galago","F",1,1,NA,1
"1439","Northern greater galago","M",1,1,NA,2
"1440","Northern greater galago","F",1,1,NA,2
"1441","Northern greater galago","F",1,1,NA,2
"1442","Northern greater galago","M",2,1,NA,3
"1443","Northern greater galago","F",2,1,NA,3
"1444","Northern greater galago","F",1,1,0.120547945205479,3
"1445","Northern greater galago","F",1,1,0.106849315068493,4
"1446","Northern greater galago","F",NA,NA,NA,9
"1447","Northern greater galago","M",NA,NA,NA,9
"1448","Northern greater galago","M",1,1,NA,5
"1449","Northern greater galago","F",NA,1,NA,6
"1450","Northern greater galago","M",NA,1,NA,11
"1451","Northern greater galago","M",NA,NA,NA,5
"1452","Northern greater galago","F",NA,NA,NA,10
"1453","Northern greater galago","M",NA,NA,NA,6
"1454","Northern greater galago","F",NA,NA,NA,11
"1455","Northern greater galago","F",NA,NA,NA,9
"1456","Northern greater galago","M",NA,NA,NA,2
"1457","Northern greater galago","F",NA,NA,NA,2
"1458","Northern greater galago","M",NA,NA,NA,10
"1459","Northern greater galago","F",1,1,0,6
"1460","Northern greater galago","F",NA,NA,NA,6
"1461","Northern greater galago","M",NA,NA,NA,11
"1462","Northern greater galago","F",NA,NA,NA,2
"1463","Northern greater galago","F",NA,NA,NA,4
"1464","Northern greater galago","F",NA,NA,NA,3
"1465","Northern greater galago","M",NA,NA,NA,12
"1466","Northern greater galago","M",NA,NA,NA,12
"1467","Northern greater galago","F",NA,NA,NA,9
"1468","Northern greater galago","F",NA,NA,NA,6
"1469","Northern greater galago","M",NA,NA,NA,1
"1470","Northern greater galago","F",NA,NA,NA,5
"1471","Northern greater galago","F",NA,NA,18.9068493150685,1
"1472","Northern greater galago","M",NA,NA,NA,10
"1473","Northern greater galago","F",NA,NA,NA,7
"1474","Northern greater galago","M",NA,NA,NA,4
"1475","Northern greater galago","M",NA,NA,NA,11
"1476","Northern greater galago","F",NA,NA,NA,7
"1477","Northern greater galago","F",NA,NA,NA,9
"1478","Northern greater galago","F",1,NA,0,7
"1479","Northern greater galago","M",1,1,0.0136986301369863,7
"1480","Northern greater galago","M",1,1,NA,7
"1481","Northern greater galago","M",1,1,NA,7
"1482","Northern greater galago","F",2,1,NA,9
"1483","Northern greater galago","M",2,1,NA,9
"1484","Northern greater galago","M",1,NA,NA,9
"1485","Northern greater galago","F",1,1,NA,9
"1486","Northern greater galago","F",NA,NA,NA,1
"1487","Northern greater galago","F",NA,NA,NA,2
"1488","Northern greater galago","M",NA,NA,NA,8
"1489","Northern greater galago","M",NA,NA,NA,12
"1490","Northern greater galago","M",1,1,NA,10
"1491","Northern greater galago",NA,1,1,0,10
"1492","Northern greater galago","F",1,1,NA,11
"1493","Northern greater galago","M",1,1,NA,11
"1494","Northern greater galago","M",1,1,NA,11
"1495","Northern greater galago","F",1,1,NA,12
"1496","Northern greater galago","F",1,1,NA,12
"1497","Northern greater galago",NA,1,1,0,1
"1498","Northern greater galago","F",1,1,NA,3
"1499","Northern greater galago","F",1,1,NA,3
"1501","Black-and-white ruffed lemur","M",NA,NA,39.386301369863,10
"1502","Eulemur hybrid","F",1,0,7.74794520547945,5
"1503","Eulemur hybrid","F",1,0,NA,5
"1504","Red ruffed lemur","M",NA,NA,7.86027397260274,10
"1505","Eulemur hybrid","F",1,0,NA,7
"1506","Black lemur","F",1,1,0.0575342465753425,8
"1507","Eulemur hybrid","M",1,0,0.276712328767123,9
"1508","Eulemur hybrid","M",1,0,18.041095890411,10
"1509","Ring-tailed lemur","F",1,NA,NA,1
"1510","Ring-tailed lemur","F",1,NA,17.9753424657534,1
"1511","Red-fronted brown lemur","M",1,1,NA,2
"1512","Red-fronted brown lemur","F",1,1,20.4082191780822,3
"1513","Eulemur hybrid","F",2,0,NA,3
"1514","Eulemur hybrid","F",2,0,11.6438356164384,3
"1515","Black lemur","M",1,1,0.526027397260274,3
"1516","Eulemur hybrid","F",1,1,NA,3
"1517","Black lemur","M",1,1,5.59452054794521,3
"1518","Ring-tailed lemur","M",1,1,NA,3
"1519","Eulemur hybrid","M",2,NA,17.3780821917808,4
"1520","Eulemur hybrid","M",2,NA,NA,4
"1521","Common brown lemur","M",1,1,7.29041095890411,4
"1522","Eulemur hybrid","F",1,NA,NA,4
"1523","Common brown lemur","M",1,1,1.22191780821918,6
"1524","Eulemur hybrid","F",1,NA,0,8
"1525","Red-fronted brown lemur","M",1,1,12.372602739726,12
"1526","Eulemur hybrid","F",2,0,NA,12
"1527","Eulemur hybrid","M",2,0,5.8986301369863,12
"1528","Red-fronted brown lemur","F",1,1,24.1123287671233,1
"1529","Collared brown lemur","M",2,1,0,1
"1530","Collared brown lemur","M",2,1,0,1
"1531","Red-fronted brown lemur","F",1,1,0,2
"1532","Eulemur hybrid","M",1,0,NA,2
"1533","Eulemur hybrid","F",1,NA,NA,3
"1534","Ring-tailed lemur","M",1,1,0.0164383561643836,3
"1535","Eulemur hybrid","F",1,NA,NA,4
"1536","Eulemur hybrid","M",1,NA,1.74246575342466,4
"1537","Eulemur hybrid","F",1,0,NA,4
"1538","White-fronted brown lemur","F",2,NA,0.00273972602739726,5
"1539","White-fronted brown lemur","F",2,NA,0.00273972602739726,5
"1540","Varecia hybrid","F",3,NA,0,5
"1541","Varecia hybrid","F",3,NA,0,5
"1542","Varecia hybrid","M",3,NA,NA,5
"1543","Varecia hybrid","F",2,NA,0.00547945205479452,5
"1544","Varecia hybrid","M",2,NA,0.00547945205479452,5
"1545","Eulemur hybrid","F",2,NA,2.12328767123288,5
"1546","Eulemur hybrid","M",2,NA,0.202739726027397,5
"1547","Black lemur","F",1,1,0.0301369863013699,5
"1548","Eulemur hybrid","M",1,0,NA,5
"1549","Red-fronted brown lemur","M",1,1,NA,6
"1550","Eulemur hybrid","F",1,NA,9.02191780821918,2
"1551","Eulemur hybrid","F",1,NA,9.35342465753425,2
"1552","Ring-tailed lemur","F",1,NA,NA,3
"1553","Ring-tailed lemur","F",1,NA,0.0575342465753425,3
"1554","Eulemur hybrid","F",1,NA,0,3
"1555","Red-fronted brown lemur","M",1,NA,0,3
"1556","Eulemur hybrid","F",1,NA,NA,3
"1557","Red-fronted brown lemur","F",1,NA,0.0986301369863014,3
"1558","Eulemur hybrid","F",1,NA,0,3
"1559","Eulemur hybrid","F",1,NA,29.3780821917808,3
"1560","Common brown lemur","M",1,1,0.235616438356164,3
"1561","Black lemur","F",1,1,NA,3
"1562","Eulemur hybrid","M",1,NA,11.0246575342466,4
"1563","Ring-tailed lemur",NA,1,1,0,4
"1564","Eulemur hybrid","M",1,NA,NA,4
"1565","Eulemur hybrid","F",1,NA,NA,4
"1566","Red-fronted brown lemur","M",1,1,0,4
"1567","Red-fronted brown lemur","M",1,1,0,4
"1568","Eulemur hybrid","M",1,NA,NA,4
"1569","Eulemur hybrid","M",1,NA,NA,4
"1570","Ring-tailed lemur","M",1,1,NA,4
"1571","Common brown lemur","F",1,1,0.00547945205479452,4
"1572","Eulemur hybrid","F",1,NA,11.441095890411,4
"1573","Collared brown lemur","F",1,1,0.00547945205479452,4
"1574","Eulemur hybrid","M",1,NA,0.364383561643836,4
"1575","Eulemur hybrid","M",1,NA,NA,5
"1576","Eulemur hybrid","M",1,NA,NA,5
"1577","Varecia hybrid","M",3,0,NA,5
"1578","Varecia hybrid","F",3,0,12.4082191780822,5
"1579","Varecia hybrid","F",3,0,NA,5
"1580","Eulemur hybrid","M",1,1,4.27945205479452,5
"1581","Black-and-white ruffed lemur","F",2,1,12.6684931506849,5
"1582","Black-and-white ruffed lemur","F",2,1,11.9315068493151,5
"1583","Eulemur hybrid","F",1,NA,15.8630136986301,5
"1584","Eulemur hybrid","M",1,0,11.8767123287671,6
"1585","Ring-tailed lemur","M",1,NA,NA,6
"1586","Black lemur","M",2,NA,NA,7
"1587","Black lemur","M",2,NA,4.55890410958904,7
"1588","Eulemur hybrid","F",1,0,0.00547945205479452,2
"1589","Red-fronted brown lemur","F",1,1,1.46027397260274,3
"1590","Coquerel's sifaka",NA,1,1,0,3
"1591","Coquerel's sifaka","F",1,1,1.88493150684932,12
"1592","Coquerel's sifaka","M",1,1,0.805479452054795,1
"1593","Coquerel's sifaka","F",1,1,0.452054794520548,2
"1600","Fat-tailed dwarf lemur","F",2,1,0.00273972602739726,7
"1601","Fat-tailed dwarf lemur","M",4,1,17.7041095890411,7
"1602","Fat-tailed dwarf lemur","M",4,1,13.7424657534247,7
"1603","Fat-tailed dwarf lemur","M",4,1,17.2164383561644,7
"1604","Fat-tailed dwarf lemur","F",4,1,20.5534246575342,7
"1605","Fat-tailed dwarf lemur","M",2,1,18.8465753424658,7
"1606","Fat-tailed dwarf lemur","M",2,1,10.7260273972603,7
"1607","Fat-tailed dwarf lemur","M",3,1,20.2465753424658,7
