"animal_id","species","sex","litter_size","mother_father_same","age","month_born"
"2311","Northern giant mouse lemur",NA,1,1,0,5
"2312","Northern giant mouse lemur",NA,1,1,0,11
"2313","Northern giant mouse lemur","F",1,1,0.00273972602739726,3
"2314","Northern giant mouse lemur",NA,1,1,0.00821917808219178,8
"2315","Northern giant mouse lemur","M",NA,NA,12.6438356164384,10
"2316","Northern giant mouse lemur","M",NA,1,18.0575342465753,6
"2317","Northern giant mouse lemur","M",NA,1,8.85205479452055,8
"2318","Northern giant mouse lemur","F",NA,1,12.5780821917808,6
"2319","Northern giant mouse lemur","M",NA,1,13.8438356164384,9
"2320","Northern giant mouse lemur","M",2,1,0.00273972602739726,5
"2321","Northern giant mouse lemur","M",2,1,0.00547945205479452,5
"2322","Northern giant mouse lemur","F",NA,1,13.8876712328767,4
"2323","Northern giant mouse lemur","M",NA,1,12.8767123287671,8
"2324","Northern giant mouse lemur","F",NA,1,13.613698630137,2
"23679","Northern greater galago","F",NA,NA,NA,11
"2381","Mongoose lemur","F",NA,NA,NA,5
"24498","Northern greater galago","M",NA,NA,NA,11
"24578","Northern greater galago","F",NA,NA,NA,11
"24904","Northern greater galago","F",NA,NA,NA,11
"2501","Ring-tailed lemur","F",1,1,NA,3
"2502","Ring-tailed lemur","M",1,1,0.00273972602739726,3
"2503","Eulemur hybrid","M",1,0,NA,3
"2504","Ring-tailed lemur","F",1,1,15.9041095890411,3
"2505","Ring-tailed lemur","M",1,1,NA,3
"2506","Red-fronted brown lemur","F",1,1,11.7808219178082,3
"2507","Eulemur hybrid","M",1,NA,NA,3
"2508","Red-fronted brown lemur","M",1,1,0.00547945205479452,3
"2509","Eulemur hybrid","F",2,0,NA,3
"2510","Eulemur hybrid","F",2,0,NA,3
"2511","Eulemur hybrid","M",1,1,14.3150684931507,4
"2512","Eulemur hybrid","F",1,NA,19.9890410958904,4
"2513","Eulemur hybrid","M",1,NA,0,4
"2514","Collared brown lemur","M",1,1,0,4
"2515","Common brown lemur","M",1,1,0.00547945205479452,4
"2516","Eulemur hybrid","M",1,NA,NA,4
"2517","Eulemur hybrid","M",1,1,28.827397260274,4
"2518","Eulemur hybrid","F",1,NA,19.4493150684931,4
"2519","Eulemur hybrid","M",1,NA,0,4
"2520","Eulemur hybrid","M",1,0,NA,4
"2521","Black-and-white ruffed lemur","M",2,1,24.5972602739726,5
"2522","Black-and-white ruffed lemur","M",2,1,15.5205479452055,5
"2523","Black lemur","F",1,NA,12.813698630137,5
"2524","Varecia hybrid","F",2,NA,34.9287671232877,5
"2525","Varecia hybrid","M",2,NA,NA,5
"2526","Eulemur hybrid","M",2,0,2.35068493150685,6
"2527","Eulemur hybrid","M",2,0,NA,6
"2528","Eulemur hybrid","M",1,0,0,2
"2529","Eulemur hybrid","F",1,0,0,2
"2530","Eulemur hybrid","M",1,NA,3.02739726027397,2
"2531","Eulemur hybrid","F",1,NA,8.98356164383562,2
"2532","Eulemur hybrid","F",1,NA,NA,2
"2533","Eulemur hybrid","F",1,0,0,2
"2534","Red-fronted brown lemur","F",1,NA,5.73972602739726,3
"2535","Red-fronted brown lemur","M",1,1,NA,3
"2536","Red-fronted brown lemur","F",1,1,0,3
"2537","Ring-tailed lemur","F",1,1,NA,3
"2538","Red-fronted brown lemur","F",1,NA,6.79178082191781,3
"2539","Red-fronted brown lemur","F",1,1,NA,3
"2540","Collared brown lemur","F",1,1,19.5205479452055,3
"2541","Red-fronted brown lemur",NA,1,1,0,3
"2542","Ring-tailed lemur","F",2,NA,13.8493150684932,3
"2543","Ring-tailed lemur","F",2,NA,NA,3
"2544","Ring-tailed lemur","M",1,NA,18.2493150684931,4
"2545","Eulemur hybrid","F",2,1,0.00273972602739726,4
"2546","Eulemur hybrid","M",2,1,0.00273972602739726,4
"2547","Eulemur hybrid","F",1,NA,NA,4
"2548","Black lemur","M",2,1,18.6164383561644,4
"2549","Black lemur","M",2,1,13.5068493150685,4
"2550","Eulemur hybrid","F",2,NA,0,4
"2551","Eulemur hybrid","F",2,NA,0.00273972602739726,4
"2552","Eulemur hybrid","M",2,0,27.3232876712329,4
"2553","Eulemur hybrid","M",2,0,NA,4
"2554","Eulemur hybrid","M",1,NA,NA,4
"2555","Eulemur hybrid","M",1,NA,2.19452054794521,4
"2556","Varecia hybrid","F",1,NA,0,4
"2557","Red-fronted brown lemur","M",1,NA,NA,4
"2558","Eulemur hybrid","F",2,NA,8.44383561643836,4
"2559","Eulemur hybrid","F",2,NA,3.40547945205479,4
"2560","Black-and-white ruffed lemur","F",2,1,32.1917808219178,5
"2561","Black-and-white ruffed lemur","M",2,1,25.7397260273973,5
"2562","Varecia hybrid","F",1,NA,0.00273972602739726,5
"2563","Varecia hybrid","F",2,NA,9.14794520547945,5
"2564","Varecia hybrid","M",2,NA,0.126027397260274,5
"2565","Eulemur hybrid","M",1,NA,14.9287671232877,5
"2566","Eulemur hybrid","M",1,NA,0,6
"2567","Mongoose lemur","F",NA,NA,23.4876712328767,4
"2568","Mongoose lemur","M",NA,NA,6.7013698630137,7
"2569","Mongoose lemur","M",NA,NA,NA,7
"2570","Red-fronted brown lemur","F",1,1,0.0356164383561644,7
"2571","Mongoose lemur","F",NA,NA,NA,8
"2572","Mongoose lemur","M",NA,NA,10.3534246575342,8
"2573","Eulemur hybrid","M",1,0,0.00273972602739726,8
"2574","Common brown lemur","F",NA,NA,35.9972602739726,4
"2575","Common brown lemur","M",1,1,0,2
"2576","Eulemur hybrid","M",1,NA,NA,3
"2577","Eulemur hybrid","M",1,0,0,3
"2578","Eulemur hybrid","M",1,NA,NA,3
"2579","Eulemur hybrid","F",1,NA,8.21369863013699,3
"2580","Eulemur hybrid","M",1,NA,0.167123287671233,3
"2581","Black lemur","M",2,1,0,3
"2582","Black lemur",NA,2,1,0,3
"2583","Ring-tailed lemur","F",1,1,13.2794520547945,3
"2584","Red-fronted brown lemur","M",1,1,0,3
"2585","Red-fronted brown lemur","F",1,1,0.00273972602739726,3
"2586","Red-fronted brown lemur","F",1,NA,NA,3
"2587","Eulemur hybrid","M",2,1,0,3
"2588","Eulemur hybrid","F",2,1,0,3
"2589","Red-fronted brown lemur","F",1,1,NA,3
"26347","Northern greater galago","M",NA,NA,NA,11
"26518","Northern greater galago","F",NA,NA,4.02465753424658,11
"26824","Northern greater galago","F",NA,NA,NA,4
"26825","Northern greater galago","M",NA,NA,NA,11
"27013","Northern greater galago","M",NA,NA,NA,11
"27502","Northern greater galago","M",NA,NA,NA,4
"27824","Northern greater galago","M",NA,NA,NA,11
"2900","Slow loris","M",1,1,13.2082191780822,2
"2901","Pygmy slow loris","F",1,1,19.2630136986301,3
"2902","Slow loris","F",1,1,11.1616438356164,3
"2903","Pygmy slow loris","F",2,1,0,4
"2904","Pygmy slow loris","F",2,1,0,4
"2905","Pygmy slow loris","F",NA,NA,13.3232876712329,2
"2906","Slender loris",NA,1,1,0,10
"2907","Pygmy slow loris","M",2,1,14.5260273972603,2
"2908","Pygmy slow loris","M",2,1,15.5123287671233,2
"2909","Slender loris",NA,1,1,0,3
"2910","Slow loris","F",NA,1,13.7534246575342,5
"2911","Slender loris",NA,1,1,0.00273972602739726,1
"2912","Pygmy slow loris","M",2,1,0.0136986301369863,4
"2913","Pygmy slow loris","F",2,1,3.37808219178082,4
"2914","Slender loris","F",1,1,17.2109589041096,10
"2915","Pygmy slow loris","F",NA,NA,14.5095890410959,6
"2916","Slow loris","F",1,1,NA,3
"2917","Pygmy slow loris","F",1,1,0,9
"2918","Pygmy slow loris",NA,3,1,0,5
"2919","Pygmy slow loris",NA,3,1,0,5
"2920","Pygmy slow loris",NA,3,1,0.0246575342465753,5
"2921","Pygmy slow loris","M",2,1,10.186301369863,3
"2922","Pygmy slow loris","M",2,1,0.00273972602739726,3
"2923","Pygmy slow loris","F",NA,NA,19.8931506849315,12
"2924","Pygmy slow loris","F",NA,NA,6.67945205479452,12
"2925","Slender loris","F",NA,1,16.9315068493151,11
"2926","Pygmy slow loris","M",NA,NA,9.6958904109589,7
"2927","Pygmy slow loris","F",1,1,11.4109589041096,10
"2928","Pygmy slow loris","M",2,1,9.04931506849315,6
"2929","Pygmy slow loris","F",2,1,10.7643835616438,6
"2930","Slender loris","M",NA,NA,17.6739726027397,10
"2932","Pygmy slow loris","F",NA,NA,NA,1
"2933","Pygmy slow loris","F",NA,NA,NA,9
"2934","Slender loris","F",1,1,0,10
"2935","Slender loris",NA,1,1,0,9
"2936","Pygmy slow loris","M",2,1,NA,9
"2937","Pygmy slow loris","M",2,1,NA,9
"2938","Pygmy slow loris","F",NA,NA,NA,12
"2939","Pygmy slow loris","F",1,1,NA,2
"300","Mohol bushbaby","M",NA,NA,3.4,8
"300-A","Mohol bushbaby","F",NA,NA,2.81369863013699,8
"3000","Mohol bushbaby","F",2,1,NA,8
"3001","Mohol bushbaby","M",2,1,0.0465753424657534,8
"3002","Mohol bushbaby","M",1,1,0.175342465753425,9
"3003","Mohol bushbaby","M",1,1,0,9
"3004","Mohol bushbaby","F",1,1,NA,10
"3005","Mohol bushbaby","M",2,1,0.147945205479452,10
"3006","Mohol bushbaby","M",2,1,NA,10
"3007","Mohol bushbaby","F",2,1,0.898630136986301,11
"3008","Mohol bushbaby","M",2,1,0.0767123287671233,11
"3009","Mohol bushbaby","M",2,1,0.156164383561644,12
"301","Mohol bushbaby","M",1,1,6.88219178082192,11
"3010","Mohol bushbaby","M",2,1,0.0547945205479452,12
"3011","Mohol bushbaby","F",1,1,0.0164383561643836,12
"3012","Mohol bushbaby","M",1,1,2.82191780821918,1
"3013","Mohol bushbaby",NA,1,1,0.00547945205479452,1
"3014","Mohol bushbaby",NA,1,1,0.00273972602739726,1
"3015","Mohol bushbaby","M",1,1,0.271232876712329,3
"3016","Mohol bushbaby","M",2,1,NA,3
"3017","Mohol bushbaby","F",2,1,NA,3
"3018","Mohol bushbaby","M",1,1,NA,3
"3019","Mohol bushbaby",NA,1,1,0,3
"302","Mohol bushbaby","F",NA,NA,4.30958904109589,5
"3023","Mohol bushbaby","M",1,1,NA,4
"3024","Mohol bushbaby",NA,1,1,0.0136986301369863,4
"3025","Mohol bushbaby","M",2,1,0.0465753424657534,5
"3026","Mohol bushbaby","M",2,1,0.0246575342465753,5
"3027","Mohol bushbaby","F",2,1,0.010958904109589,5
"3028","Mohol bushbaby","F",1,1,0.0410958904109589,5
"3029","Mohol bushbaby",NA,1,NA,0,4
"303","Mohol bushbaby","F",1,1,3.36438356164384,5
"3030","Mohol bushbaby","M",2,1,0.0547945205479452,5
"3031","Mohol bushbaby",NA,1,1,0,6
"3032","Mohol bushbaby",NA,1,1,0.00273972602739726,6
"3033","Mohol bushbaby","M",2,1,NA,7
"3034","Mohol bushbaby","F",2,1,NA,7
"3035","Mohol bushbaby","F",1,1,NA,7
"3036","Mohol bushbaby","M",1,1,NA,7
"3037","Mohol bushbaby","M",2,1,0.00821917808219178,8
"3038","Mohol bushbaby",NA,2,1,0,8
"3039","Mohol bushbaby","M",1,1,NA,8
"304","Mohol bushbaby","M",NA,NA,4.28493150684931,1
"3040","Mohol bushbaby","F",1,1,0.0328767123287671,8
"3041","Mohol bushbaby","F",1,1,NA,8
"3042","Mohol bushbaby","M",2,1,0,9
"3043","Mohol bushbaby","M",2,1,0,9
"3044","Mohol bushbaby","M",1,1,NA,9
"305","Mohol bushbaby","M",NA,NA,2.80821917808219,3
"3051","Mohol bushbaby",NA,1,1,0,11
"3052","Mohol bushbaby",NA,1,1,0,11
"3053","Mohol bushbaby","F",1,1,NA,11
"3054","Mohol bushbaby","M",2,1,0.063013698630137,11
"3055","Mohol bushbaby","F",2,1,NA,11
"3057","Mohol bushbaby",NA,1,NA,0.00273972602739726,12
"3058","Mohol bushbaby","M",2,1,NA,1
"3059","Mohol bushbaby","F",2,1,NA,1
"306","Mohol bushbaby","F",NA,NA,2.58356164383562,3
"3060","Mohol bushbaby","F",2,1,0.00273972602739726,2
"3061","Mohol bushbaby","F",2,1,0.00273972602739726,2
"3064","Mohol bushbaby","F",1,1,NA,3
"3067","Mohol bushbaby",NA,2,1,0,3
"3068","Mohol bushbaby",NA,2,1,0,3
"3069","Mohol bushbaby","F",1,1,0.0246575342465753,3
"307","Mohol bushbaby","F",1,NA,0.665753424657534,8
"3070","Mohol bushbaby","M",2,1,NA,4
"3071","Mohol bushbaby","F",2,1,NA,4
"3072","Mohol bushbaby","M",1,1,NA,4
"3073","Mohol bushbaby","M",1,1,0,4
"3074","Mohol bushbaby","F",1,1,0.0246575342465753,4
"3075","Mohol bushbaby","F",2,1,3.16438356164384,5
"3076","Mohol bushbaby","F",2,1,NA,5
"3077","Mohol bushbaby","M",1,1,0.00821917808219178,5
"3078","Mohol bushbaby","F",1,1,NA,5
"3079","Mohol bushbaby",NA,2,1,0.00273972602739726,5
"308","Mohol bushbaby","M",1,NA,0.0438356164383562,4
"3080","Mohol bushbaby","M",2,1,0.00273972602739726,5
"3081","Mohol bushbaby","F",1,1,NA,6
"3082","Mohol bushbaby",NA,2,1,0.00547945205479452,7
"3083","Mohol bushbaby","M",2,1,NA,7
"3084","Mohol bushbaby","M",1,1,8.30958904109589,7
"3085","Mohol bushbaby","M",1,1,0.0136986301369863,8
"3086","Mohol bushbaby",NA,1,NA,0.00547945205479452,10
"3087","Mohol bushbaby","F",1,1,NA,10
"3088","Mohol bushbaby",NA,1,1,0,11
"3089","Mohol bushbaby","F",1,1,NA,12
"309","Mohol bushbaby","M",NA,NA,NA,1
"3090","Mohol bushbaby","M",2,1,7.04383561643836,12
"3091","Mohol bushbaby","M",2,1,NA,12
"3092","Mohol bushbaby","F",1,1,0.00547945205479452,1
"3093","Mohol bushbaby","M",2,1,NA,1
"3094","Mohol bushbaby","M",2,1,NA,1
"3095","Mohol bushbaby","M",2,1,NA,1
"3096","Mohol bushbaby","M",2,1,NA,1
"3098","Mohol bushbaby","M",2,1,NA,3
"3099","Mohol bushbaby","F",2,1,NA,3
"310","Mohol bushbaby","F",NA,NA,6.6,6
"3101","Mohol bushbaby","F",1,1,NA,4
"3102","Mohol bushbaby","M",2,1,0,5
"3103","Mohol bushbaby","M",2,1,0,5
"3104","Mohol bushbaby","M",2,NA,3.63835616438356,5
"3105","Mohol bushbaby",NA,2,NA,0.0136986301369863,5
"3106","Mohol bushbaby","F",2,1,NA,6
"3107","Mohol bushbaby","F",2,1,5.93972602739726,6
"3108","Mohol bushbaby","M",2,1,9.56164383561644,7
"3109","Mohol bushbaby","M",2,1,7.33424657534247,7
"311","Mohol bushbaby","F",NA,NA,8.76712328767123,6
"3110","Mohol bushbaby",NA,2,1,0,8
"3111","Mohol bushbaby",NA,2,1,0,8
"3112","Mohol bushbaby","F",2,1,10.4493150684932,8
"3113","Mohol bushbaby","F",2,1,10.9123287671233,8
"3114","Mohol bushbaby","F",1,1,NA,8
"3115","Mohol bushbaby","M",1,1,0.0219178082191781,9
"3116","Mohol bushbaby","M",1,1,0.0273972602739726,9
"3117","Mohol bushbaby","F",2,1,NA,11
"3118","Mohol bushbaby","M",2,1,10.6301369863014,11
"3119","Mohol bushbaby","F",2,1,0.0164383561643836,12
"312","Mohol bushbaby","M",1,1,1.09041095890411,8
"3120","Mohol bushbaby","F",2,1,0.0383561643835616,12
"3121","Mohol bushbaby","M",2,1,NA,1
"3122","Mohol bushbaby","F",2,1,NA,1
"3123","Mohol bushbaby","F",1,1,0.819178082191781,2
"3124","Mohol bushbaby","M",1,1,NA,3
"3127","Mohol bushbaby","M",2,NA,NA,4
"3128","Mohol bushbaby","M",2,NA,NA,4
"3129","Mohol bushbaby","F",1,1,NA,4
"3130","Mohol bushbaby","F",1,1,NA,5
"3131","Mohol bushbaby","M",2,1,5.23561643835616,5
"3132","Mohol bushbaby","M",2,1,0.0821917808219178,5
"3133","Mohol bushbaby","F",1,1,11.2383561643836,7
"3135","Mohol bushbaby","F",1,1,9.87123287671233,1
"3136","Mohol bushbaby",NA,2,1,0,1
"3137","Mohol bushbaby",NA,2,1,0.0136986301369863,1
"3138","Mohol bushbaby","F",2,1,0.0356164383561644,1
"3139","Mohol bushbaby",NA,2,1,0.010958904109589,1
"3140","Mohol bushbaby","F",2,1,1.67671232876712,2
"3141","Mohol bushbaby","F",2,1,9.64931506849315,2
"3142","Mohol bushbaby","M",2,1,NA,2
"3143","Mohol bushbaby","F",2,1,14.0821917808219,2
"3144","Mohol bushbaby","M",2,NA,NA,3
"3145","Mohol bushbaby","M",2,NA,11.4328767123288,3
"3146","Mohol bushbaby","F",2,1,10.9534246575342,4
"3147","Mohol bushbaby","F",2,1,11.5013698630137,4
"3148","Mohol bushbaby","F",1,1,0,6
"3149","Mohol bushbaby","M",2,1,NA,10
"315","Northern giant mouse lemur","M",NA,NA,17.9561643835616,8
"3150","Mohol bushbaby","F",2,1,0.715068493150685,10
"3151","Mohol bushbaby",NA,2,1,0,11
"3152","Mohol bushbaby",NA,2,1,0,11
"3153","Mohol bushbaby","M",1,1,10.6849315068493,3
"3154","Mohol bushbaby","F",2,1,8.58356164383562,7
"3155","Mohol bushbaby","F",2,1,7.70684931506849,7
"3157","Mohol bushbaby","M",2,1,0.00821917808219178,10
"3158","Mohol bushbaby","F",2,1,11.4219178082192,10
"3159","Mohol bushbaby","M",1,1,NA,4
"316","Northern giant mouse lemur","F",NA,NA,5.61095890410959,8
"3160","Mohol bushbaby","M",1,1,0.402739726027397,4
"3161","Mohol bushbaby","M",1,1,10.3041095890411,5
"3162","Mohol bushbaby","M",2,1,7.68767123287671,9
"3163","Mohol bushbaby","F",2,1,NA,9
"3164","Mohol bushbaby","F",2,1,1.0027397260274,10
"3165","Mohol bushbaby","M",2,1,0.504109589041096,10
"3166","Mohol bushbaby",NA,2,1,0,10
"3167","Mohol bushbaby",NA,2,1,0,10
"3168","Mohol bushbaby","F",1,1,NA,1
"3169","Mohol bushbaby","M",1,1,0.00273972602739726,1
"317","Northern giant mouse lemur","M",NA,NA,7.09315068493151,8
"3170","Mohol bushbaby","M",2,1,6.81095890410959,5
"3171","Mohol bushbaby","F",2,1,14.4520547945205,5
"3172","Mohol bushbaby","M",1,1,10.441095890411,5
"3173","Mohol bushbaby","F",2,1,7.75890410958904,5
"3174","Mohol bushbaby","M",2,1,7.03013698630137,5
"3175","Mohol bushbaby","M",2,1,0,6
"3176","Mohol bushbaby","M",2,1,0,6
"3177","Mohol bushbaby","F",2,1,7.57534246575342,6
"3178","Mohol bushbaby","M",2,1,12.8438356164384,6
"3179","Mohol bushbaby","M",1,1,0,10
"318","Northern giant mouse lemur","F",NA,NA,19.972602739726,8
"3180","Mohol bushbaby",NA,1,1,0,5
"3181","Mohol bushbaby","M",2,1,0,12
"3182","Mohol bushbaby","F",2,1,0,12
"3183","Mohol bushbaby","F",NA,NA,7.70958904109589,6
"3184","Mohol bushbaby","M",NA,NA,9.47945205479452,2
"3185","Mohol bushbaby","M",2,1,6.76164383561644,8
"3186","Mohol bushbaby","F",2,1,7.63561643835616,8
"3187","Mohol bushbaby","M",NA,NA,7.95616438356164,3
"3188","Mohol bushbaby","M",1,1,7.47123287671233,8
"3189","Mohol bushbaby","F",NA,NA,5.85479452054795,9
"319","Northern giant mouse lemur","M",NA,NA,16.0876712328767,8
"3190","Mohol bushbaby","M",NA,NA,4.9041095890411,2
"320","Northern giant mouse lemur","F",NA,NA,4.6027397260274,8
"321","Northern giant mouse lemur","F",2,NA,14.7315068493151,9
"322","Northern giant mouse lemur","F",2,NA,6.76712328767123,9
"323","Northern giant mouse lemur","F",2,1,14.9808219178082,3
"324","Northern giant mouse lemur","F",2,1,NA,3
"325","Northern giant mouse lemur","M",2,1,16.6027397260274,10
"326","Northern giant mouse lemur","M",2,1,17.5561643835616,10
"327","Northern giant mouse lemur","F",1,1,8.41917808219178,11
"328","Northern giant mouse lemur","M",2,1,9.04383561643836,6
"329","Northern giant mouse lemur","F",2,1,9.0958904109589,6
"330","Northern giant mouse lemur","M",2,1,9.45753424657534,7
"331","Northern giant mouse lemur","M",2,1,8.32876712328767,7
"332","Northern giant mouse lemur","M",2,1,0.00273972602739726,5
"333","Northern giant mouse lemur","F",2,1,13.0520547945205,5
"334","Northern giant mouse lemur","M",2,1,13.8054794520548,5
"335","Northern giant mouse lemur","F",2,1,6.91506849315068,5
"336","Northern giant mouse lemur","M",1,1,6.57808219178082,6
"337","Northern giant mouse lemur","F",2,1,15.4547945205479,6
"338","Northern giant mouse lemur","F",2,1,7.08493150684932,6
"339","Northern giant mouse lemur","F",1,1,10.9616438356164,6
"340","Northern giant mouse lemur","M",1,NA,5.02465753424658,4
"341","Northern giant mouse lemur",NA,1,1,0.00547945205479452,4
"342","Northern giant mouse lemur",NA,1,1,0.00547945205479452,4
"343","Northern giant mouse lemur","F",2,1,14.5479452054795,4
"344","Northern giant mouse lemur","F",2,1,16.3178082191781,4
"345","Northern giant mouse lemur","F",1,1,0,5
"346","Northern giant mouse lemur",NA,1,1,0.00273972602739726,7
"347","Northern giant mouse lemur","F",2,1,8.44383561643836,7
"348","Northern giant mouse lemur","F",2,1,15.0767123287671,7
"349","Northern giant mouse lemur",NA,2,1,0,8
"350","Northern giant mouse lemur","M",2,1,12.0301369863014,8
"3501","Red-fronted brown lemur","M",1,1,0.00547945205479452,3
"3502","Collared brown lemur","M",1,1,0.00547945205479452,3
"3503","Black lemur","M",2,1,0.00821917808219178,3
"3504","Black lemur","F",2,1,16.758904109589,3
"3505","Eulemur hybrid","M",1,NA,NA,3
"3506","Eulemur hybrid","M",1,1,NA,4
"3507","Eulemur hybrid","F",1,NA,NA,4
"3508","Red-fronted brown lemur","M",1,NA,15.3287671232877,4
"3509","Varecia hybrid","F",1,NA,NA,4
"351","Northern giant mouse lemur","F",2,1,15.027397260274,8
"3510","White-fronted brown lemur","F",2,1,NA,4
"3511","White-fronted brown lemur","M",2,1,8.66849315068493,4
"3512","Varecia hybrid","F",3,NA,NA,4
"3513","Varecia hybrid","M",3,NA,1.98630136986301,4
"3514","Varecia hybrid","M",3,NA,NA,4
"3515","Ring-tailed lemur","M",2,1,12.6630136986301,4
"3516","Ring-tailed lemur","M",2,1,4.94246575342466,4
"3517","Eulemur hybrid",NA,1,NA,0,4
"3518","Varecia hybrid","M",2,NA,1.29041095890411,4
"3519","Varecia hybrid","M",2,NA,3.48767123287671,4
"352","Northern giant mouse lemur","F",2,1,13.0301369863014,8
"3520","Ring-tailed lemur","F",1,1,NA,4
"3521","Black-and-white ruffed lemur","F",2,NA,0,4
"3522","Black-and-white ruffed lemur","F",2,NA,0.00273972602739726,4
"3523","Black-and-white ruffed lemur","M",2,NA,23.1780821917808,4
"3524","Black-and-white ruffed lemur","M",2,NA,6.75342465753425,4
"3525","Eulemur hybrid","F",1,NA,NA,4
"3526","Varecia hybrid","M",1,NA,0,5
"3527","Eulemur hybrid","M",1,NA,0.00547945205479452,5
"3528","Eulemur hybrid","M",1,1,1.68767123287671,5
"3529","Eulemur hybrid","M",1,1,0,6
"353","Northern giant mouse lemur","M",2,1,7.93698630136986,9
"3530","Red ruffed lemur","M",NA,NA,20.1287671232877,5
"3531","Collared brown lemur","M",NA,NA,18.1260273972603,10
"3532","Common brown lemur","F",1,1,NA,6
"3533","Red-fronted brown lemur","M",1,NA,17.7945205479452,8
"3534","Eulemur hybrid","M",1,1,0,1
"3535","Ring-tailed lemur","M",1,1,12.2876712328767,3
"3536","Eulemur hybrid","F",1,NA,0,3
"3537","Red-fronted brown lemur","M",1,1,0,3
"3538","Eulemur hybrid","F",1,1,NA,3
"3539","Eulemur hybrid","M",1,NA,NA,3
"354","Northern giant mouse lemur","F",2,1,13.4630136986301,9
"3540","Eulemur hybrid","M",1,1,NA,3
"3541","Eulemur hybrid","F",1,NA,0.265753424657534,3
"3542","Eulemur hybrid","F",1,NA,NA,3
"3543","Collared brown lemur","F",1,1,0.010958904109589,3
"3544","Ring-tailed lemur","F",2,1,26.1780821917808,3
"3545","Ring-tailed lemur","F",2,1,NA,3
"3546","Ring-tailed lemur","M",2,1,0.010958904109589,3
"3547","Ring-tailed lemur","M",2,1,NA,3
"3548","Black lemur","M",2,NA,0.405479452054795,3
"3549","Black lemur","M",2,NA,0.391780821917808,3
"355","Northern giant mouse lemur","F",1,1,0.00273972602739726,11
"3550","Eulemur hybrid","F",1,1,NA,3
"3551","Eulemur hybrid","M",1,1,NA,3
"3552","Black lemur","F",2,1,0,3
"3553","Black lemur","M",2,1,0,3
"3554","Common brown lemur","M",1,1,0.63013698630137,3
"3555","Black lemur","M",1,1,0.419178082191781,4
"3556","Red-fronted brown lemur","M",1,1,14.3835616438356,4
"3557","Black-and-white ruffed lemur","F",2,NA,11.2849315068493,4
"3558","Black-and-white ruffed lemur","M",2,NA,10.0191780821918,4
"3559","Eulemur hybrid","F",1,NA,2.2958904109589,4
"356","Northern giant mouse lemur",NA,1,1,0,4
"3560","Common brown lemur","M",1,1,NA,4
"3561","Eulemur hybrid","M",1,NA,0.0136986301369863,4
"3562","Red-fronted brown lemur","F",1,NA,21.241095890411,4
"3563","Black-and-white ruffed lemur","F",2,1,29.358904109589,4
"3564","Black-and-white ruffed lemur","M",2,1,0.254794520547945,4
"3565","Red-fronted brown lemur","M",1,1,0.00547945205479452,4
"3566","Eulemur hybrid","F",1,NA,9.28493150684931,4
"3567","Eulemur hybrid","F",1,1,3.01095890410959,4
"3568","Eulemur hybrid","M",1,1,0,4
"3569","Red ruffed lemur","M",3,1,18.4739726027397,4
"357","Northern giant mouse lemur",NA,2,NA,0.010958904109589,4
"3570","Red ruffed lemur","F",3,1,15.758904109589,4
"3571","Red ruffed lemur","M",3,1,10.4438356164384,4
"3572","Varecia hybrid","F",2,0,0,4
"3573","Varecia hybrid","M",2,0,NA,4
"3574","Eulemur hybrid","M",1,1,0.534246575342466,4
"3575","Varecia hybrid","F",3,NA,NA,4
"3576","Varecia hybrid",NA,3,NA,0.00547945205479452,4
"3577","Varecia hybrid","F",3,NA,0.0164383561643836,4
"3578","Eulemur hybrid","M",1,0,16.0575342465753,4
"3579","Eulemur hybrid",NA,1,1,0,4
"358","Northern giant mouse lemur","M",2,NA,10.3452054794521,4
"3580","Varecia hybrid","F",3,0,NA,5
"3581","Varecia hybrid","F",3,0,NA,5
"3582","Black-and-white ruffed lemur","M",3,NA,NA,5
"3583","Varecia hybrid","F",2,0,0.295890410958904,5
"3584","Varecia hybrid","M",2,0,NA,5
"3585","Red-fronted brown lemur","M",1,1,NA,5
"3586","Black-and-white ruffed lemur","F",3,NA,28.8767123287671,5
"3587","Black-and-white ruffed lemur","F",3,NA,35.758904109589,5
"3588","Varecia hybrid","M",3,0,NA,5
"3589","Eulemur hybrid","M",2,NA,6.74520547945205,5
"359","Northern giant mouse lemur","M",2,1,11.6493150684932,4
"3590","Eulemur hybrid","M",2,NA,NA,5
"3591","Eulemur hybrid","M",1,0,NA,5
"3592","Ring-tailed lemur","F",1,1,14.4301369863014,5
"3593","Ring-tailed lemur","F",1,1,0.0164383561643836,5
"3594","Eulemur hybrid",NA,1,0,0,4
"3595","Eulemur hybrid","F",1,1,0.00821917808219178,6
"3596","Black-and-white ruffed lemur","M",NA,NA,1.72054794520548,4
"3597","White-fronted brown lemur","M",1,1,14.1753424657534,7
"3598","Red-fronted brown lemur","M",NA,NA,NA,3
"3599","Red-fronted brown lemur","F",NA,NA,7.09041095890411,3
"360","Northern giant mouse lemur","M",2,1,15.5945205479452,4
"3600","Fat-tailed dwarf lemur","M",2,1,8.41643835616438,8
"3601","Fat-tailed dwarf lemur","F",2,1,0.00821917808219178,8
"3602","Fat-tailed dwarf lemur",NA,1,1,0,8
"3603","Fat-tailed dwarf lemur","M",2,1,NA,6
"3604","Fat-tailed dwarf lemur","M",2,1,NA,6
